TF	Target	Pval	Mode
CSRE	YAL053W	1.803e-05	
CSRE	YAL054C	0.0001185	
CSRE	YBR083W	0.02984	
CSRE	YCR005C	0.007953	
CSRE	YCR010C	0.0244	
CSRE	YCR034W	0.008858	
CSRE	YDR407C	0.0177	
CSRE	YDR437W	0.02841	
CSRE	YER065C	5.672e-06	
CSRE	YER145C	0.01461	
CSRE	YGL179C	0.02451	
CSRE	YGR162W	0.03085	
CSRE	YJR095W	0.007791	
CSRE	YJR100C	0.02153	
CSRE	YJR101W	0.008806	
CSRE	YJR152W	0.02498	
CSRE	YKR079C	0.03121	
CSRE	YKR097W	0.0001551	
CSRE	YLR153C	0.009084	
CSRE	YLR154C	0.003131	
CSRE	YLR227C	0.01038	
CSRE	YLR271W	0.02528	
CSRE	YLR303W	0.005005	
CSRE	YLR377C	0.005636	
CSRE	YLR381W	0.03098	
CSRE	YML042W	0.0303	
CSRE	YML043C	0.03033	
CSRE	YML060W	0.004413	
CSRE	YNL023C	0.002918	
CSRE	YOR095C	0.01309	
CSRE	YOR189W	0.01406	
CSRE	YOR337W	0.02837	
CSRE	YPL119C	0.01332	
CSRE	YPR166C	0.001514	
CSRE	YPR168W	0.001262	
ECB	YBR142W	0.02811	
ECB	YBR282W	0.01219	
ECB	YBR286W	0.03038	
ECB	YLR028C	0.02372	
ECB	YML114C	0.03124	
ECB	YNL032W	0.02571	
ECB	YNL241C	0.02514	
MAL63	MAL62	0.04999	activator
MAL63	YBL010C	0.01408	
MAL63	YBR053C	0.007088	
MAL63	YBR101C	0.03001	
MAL63	YBR276C	0.02081	
MAL63	YBR279W	0.0208	
MAL63	YBR299W	0.00219	
MAL63	YDL204W	0.009147	
MAL63	YDL205C	0.01881	
MAL63	YDR207C	0.01352	
MAL63	YDR208W	0.0223	
MAL63	YDR463W	0.02664	
MAL63	YDR493W	0.01413	
MAL63	YEL009C	0.008781	
MAL63	YGL008C	0.01157	
MAL63	YGL047W	0.02021	
MAL63	YGL048C	0.02022	
MAL63	YGR141W	0.009126	
MAL63	YGR206W	0.02021	
MAL63	YHR011W	0.0275	
MAL63	YHR091C	0.01418	
MAL63	YHR114W	0.01402	
MAL63	YIL031W	0.01127	
MAL63	YIL033C	0.01575	
MAL63	YJR070C	0.01659	
MAL63	YKL088W	0.01761	
MAL63	YKL117W	0.02502	
MAL63	YKR006C	0.004165	
MAL63	YKR008W	0.003925	
MAL63	YKR100C	0.009243	
MAL63	YKR101W	0.0187	
MAL63	YLL026W	0.02246	
MAL63	YLR097C	0.0236	
MAL63	YLR131C	0.02139	
MAL63	YLR134W	0.001067	
MAL63	YLR193C	0.02581	
MAL63	YLR237W	0.02616	
MAL63	YLR396C	0.02644	
MAL63	YLR423C	0.01301	
MAL63	YML037C	0.02834	
MAL63	YNL024C	0.02272	
MAL63	YNL234W	0.02023	
MAL63	YNL289W	0.02895	
MAL63	YNL291C	0.006764	
MAL63	YNL298W	0.0313	
MAL63	YNL299W	0.02961	
MAL63	YOL005C	0.02448	
MAL63	YOR145C	0.0003934	
MAL63	YPL098C	0.001263	
MATA1	YAL048C	0.00461098544582478	
MATA1	YBL018C	0.000372	
MATA1	YBL106C	0.047	
MATA1	YBR012C	0.0127	
MATA1	YBR013C	0.0127	
MATA1	YBR034C	0.0331	
MATA1	YBR061C	0.0409	
MATA1	YBR063C	0.0215	
MATA1	YBR098W	0.00595	
MATA1	YBR100W	0.00595	
MATA1	YBR102C	0.0082	
MATA1	YBR103W	0.0082	
MATA1	YBR122C	0.0443	
MATA1	YBR124W	0.0443	
MATA1	YBR143C	0.0186	
MATA1	YBR192W	0.0155	
MATA1	YBR199W	7.29468248075632e-05	
MATA1	YBR210W	0.0136	
MATA1	YBR232C	0.0257	
MATA1	YBR281C	0.000925	
MATA1	YBR282W	0.000925	
MATA1	YBR292C	0.0361	
MATA1	YCL021W-A	0.03131	
MATA1	YCL055W	0.0459	
MATA1	YCL056C	0.0459	
MATA1	YCL065W	0.0362	
MATA1	YCL066W	0.0362	
MATA1	YCL067C	0.0362	
MATA1	YCR017C	0.0255	
MATA1	YCR035C	0.0325	
MATA1	YCR036W	0.0325	
MATA1	YCR081W	0.00718	
MATA1	YCR083W	7.18e-05	
MATA1	YCR094W	0.0107	
MATA1	YDL098C	0.0131	
MATA1	YDL114W	0.0437	
MATA1	YDL115C	0.0437	
MATA1	YDL130W-A	0.0248490597343529	
MATA1	YDL150W	0.0304	
MATA1	YDL153C	0.0304	
MATA1	YDL192W	0.00967	
MATA1	YDL217C	0.0165872549811437	
MATA1	YDL227C	0.00253489078462767	
MATA1	YDL240W	0.0239	
MATA1	YDR020C	0.0171	
MATA1	YDR021W	0.0171	
MATA1	YDR065W	0.0235	
MATA1	YDR066C	0.00651	
MATA1	YDR071C	0.0234	
MATA1	YDR101C	0.0401	
MATA1	YDR114C	0.0125	
MATA1	YDR177W	0.00123	
MATA1	YDR235W	0.00205	
MATA1	YDR239C	0.0256	
MATA1	YDR241W	0.0256	
MATA1	YDR280W	0.0103	
MATA1	YDR294C	0.0377	
MATA1	YDR363W-A	0.0016	
MATA1	YDR365C	0.00857	
MATA1	YDR365W-A	0.00857	
MATA1	YDR365W-B	0.00857	
MATA1	YDR367W	0.00857	
MATA1	YDR372C	0.00181	
MATA1	YDR373W	0.00181	
MATA1	YDR378C	0.0218	
MATA1	YDR379W	0.0218	
MATA1	YDR400W	0.0445	
MATA1	YDR402C	0.0114453276527749	
MATA1	YDR422C	0.0443	
MATA1	YDR429C	0.0327	
MATA1	YDR431W	0.0327	
MATA1	YDR473C	0.00298	
MATA1	YEL002C	0.00912	
MATA1	YEL018W	0.00299	
MATA1	YEL019C	0.00299	
MATA1	YEL050C	0.0464	
MATA1	YEL055C	0.0013	
MATA1	YER007W	0.00156	
MATA1	YER008C	0.00138	
MATA1	YER009W	0.00138	
MATA1	YER041W	0.00727	
MATA1	YER044C	0.0194	
MATA1	YER044C-A	0.0315	
MATA1	YER105C	0.0140131521385557	
MATA1	YER106W	0.0179472232135681	
MATA1	YER111C	0.0137	
MATA1	YER112W	0.0137	
MATA1	YER135C	0.00829	
MATA1	YER183C	0.0083	
MATA1	YFL011W	0.0443	
MATA1	YFL029C	0.00556	
MATA1	YGL038C	0.0161	
MATA1	YGL101W	0.0448	
MATA1	YGL102C	0.0448	
MATA1	YGL103W	0.0412	
MATA1	YGL104C	0.0412	
MATA1	YGL149W	0.0435	
MATA1	YGL169W	0.0182	
MATA1	YGL170C	1.58e-05	
MATA1	YGL233W	0.00422	
MATA1	YGR013W	0.0122	
MATA1	YGR024C	0.00488	
MATA1	YGR071C	0.0311	
MATA1	YGR072W	0.0311	
MATA1	YGR087C	0.0214	
MATA1	YGR106C	0.0192	
MATA1	YGR112W	0.0435898748718721	
MATA1	YGR127W	0.0346	
MATA1	YGR128C	0.00508	
MATA1	YGR129W	0.00508	
MATA1	YGR151C	0.00338	
MATA1	YGR152C	0.00338	
MATA1	YGR153W	0.00338	
MATA1	YGR165W	0.0238	
MATA1	YGR166W	0.0019	
MATA1	YGR167W	0.00559	
MATA1	YGR263C	0.02741	
MATA1	YHL002W	0.00824	
MATA1	YHL003C	0.00824	
MATA1	YHL011C	0.0372	
MATA1	YHR004C	0.0249	
MATA1	YHR005C	0.00983	
MATA1	YHR074W	0.00972	
MATA1	YHR104W	0.0145	
MATA1	YHR109W	0.00577	
MATA1	YHR118C	0.00671	
MATA1	YHR119W	0.00671	
MATA1	YHR120W	0.00919	
MATA1	YHR123W	0.0418	
MATA1	YHR143W	0.0477	
MATA1	YHR209W	0.0204	
MATA1	YIL005W	0.0229	
MATA1	YIL048W	0.00364	
MATA1	YIL110W	0.0423	
MATA1	YIR001C	0.0214131378270459	
MATA1	YIR030C	0.0286	
MATA1	YJL011C	0.0198	
MATA1	YJL058C	0.0307	
MATA1	YJL059W	0.0179	
MATA1	YJL073W	0.0207	
MATA1	YJL074C	0.0207	
MATA1	YJL155C	0.00482	
MATA1	YJR008W	0.0103	
MATA1	YJR033C	0.0335	
MATA1	YJR034W	0.0335	
MATA1	YJR124C	0.0431	
MATA1	YKL005C	0.0169054730270154	
MATA1	YKL049C	0.0491	
MATA1	YKL057C	0.0499	
MATA1	YKL078W	0.00708	
MATA1	YKL118W	0.0262	
MATA1	YKL169C	0.026	
MATA1	YKR010C	0.00345	
MATA1	YKR074W	0.0457	
MATA1	YLL002W	0.0177	
MATA1	YLR043C	0.0412	
MATA1	YLR067C	0.0141	
MATA1	YLR068W	0.0141	
MATA1	YLR106C	0.04	
MATA1	YLR107W	0.04	
MATA1	YLR116W	0.0244	
MATA1	YLR188W	0.0381	
MATA1	YLR222C	0.00584	
MATA1	YLR276C	0.0268	
MATA1	YLR277C	0.00104	
MATA1	YLR368W	0.00475	
MATA1	YLR426W	0.00591	
MATA1	YLR453C	0.0244	
MATA1	YLR454W	0.0244	
MATA1	YML002W	0.0311	
MATA1	YML039W	0.0308	
MATA1	YML040W	0.0308	
MATA1	YMR066W	0.00274	
MATA1	YMR106C	0.0224	
MATA1	YMR131C	0.0188	
MATA1	YMR177W	0.0367	
MATA1	YMR193C-A	0.0419	
MATA1	YMR271C	0.0288	
MATA1	YNL008C	0.0131	
MATA1	YNL010W	0.0057	
MATA1	YNL011C	0.0057	
MATA1	YNL076W	0.036	
MATA1	YNL101W	0.00151	
MATA1	YNL105W	0.000463	
MATA1	YNL146W	0.0303	
MATA1	YNL187W	0.00147	
MATA1	YNL188W	0.0346	
MATA1	YNL203C	0.0397	
MATA1	YNL242W	0.0304	
MATA1	YNL245C	0.002	
MATA1	YNL247W	0.0473	
MATA1	YNL248C	0.0473	
MATA1	YNL253W	0.00324	
MATA1	YNL254C	0.00324	
MATA1	YNL314W	0.0212428404052775	
MATA1	YNL316C	0.01301	
MATA1	YNR006W	0.045	
MATA1	YNR054C	0.0184	
MATA1	YNR063W	0.0309	
MATA1	YNR067C	0.0187	
MATA1	YOL010W	0.0246	
MATA1	YOL077W-A	0.00232	
MATA1	YOL078W	0.00232	
MATA1	YOL080C	0.00232	
MATA1	YOL087C	0.00449	
MATA1	YOL103W-A	0.0334	
MATA1	YOL103W-B	0.0334	
MATA1	YOL104C	0.0334	
MATA1	YOL105C	0.0366	
MATA1	YOL121C	0.0146	
MATA1	YOR005C	0.048	
MATA1	YOR035C	0.00142	
MATA1	YOR036W	0.00142	
MATA1	YOR051C	0.033497547881252	
MATA1	YOR143C	0.0155	
MATA1	YOR151C	0.0357	
MATA1	YOR156C	0.00289	
MATA1	YOR205C	0.0167	
MATA1	YOR206W	0.0167	
MATA1	YOR236W	0.0453	
MATA1	YOR249C	0.0366	
MATA1	YOR285W	0.0092	
MATA1	YOR339C	0.00692	
MATA1	YOR343C-A	0.0101	
MATA1	YOR343C-B	0.0101	
MATA1	YOR350C	0.0378157513307147	
MATA1	YPL020C	0.0312	
MATA1	YPL140C	0.0294	
MATA1	YPL180W	0.0479	
MATA1	YPL182C	0.0479	
MATA1	YPL257W-A	0.0453	
MATA1	YPL257W-B	0.0453	
MATA1	YPL269W	0.0149289555131401	
MATA1	YPR021C	0.0191	
MATA1	YPR047W	0.0214	
MATA1	YPR081C	0.0124	
MATA1	YPR110C	0.00225	
MATA1	YPR111W	0.00225	
MATA1	YPR122W	0.0395	
MATA1	YPR172W	0.00891	
MATA1	YPR186C	0.0221	
MATA1	YPR187W	0.0221	
MATA1	YPR188C	0.00796	
MATA1	YPR189W	0.00796	
MATA2	YAL056W	0.01138	
MATA2	YAR018C	0.02917	
MATA2	YBL014C	0.004566	
MATA2	YBL020W	0.01157	
MATA2	YCR009C	0.006929	
MATA2	YDL144C	0.01846	
MATA2	YDL161W	0.0008227	
MATA2	YDL235C	0.002261	
MATA2	YDR297W	0.02126	
MATA2	YDR451C	0.01805	
MATA2	YER022W	0.00476	
MATA2	YER049W	0.0016	
MATA2	YFL026W	0.00408	
MATA2	YFL027C	0.002624	
MATA2	YGL005C	0.01377	
MATA2	YGL032C	0.02125	
MATA2	YGL067W	0.02208	
MATA2	YGL130W	0.03024	
MATA2	YGL157W	0.01939	
MATA2	YGL237C	0.01687	
MATA2	YGR075C	0.02373	
MATA2	YGR112W	0.002204	
MATA2	YGR116W	0.02305	
MATA2	YHR038W	0.03154	
MATA2	YIL015W	0.007289	
MATA2	YIR022W	0.02829	
MATA2	YIR032C	0.02795	
MATA2	YJR100C	0.02608	
MATA2	YJR152W	0.01123	
MATA2	YKL208W	0.0005016	
MATA2	YKL209C	0.002051	
MATA2	YKR066C	0.01757	
MATA2	YLR218C	0.02069	
MATA2	YLR222C	0.02454	
MATA2	YLR397C	0.01163	
MATA2	YML001W	0.001394	
MATA2	YML032C	0.0004075	
MATA2	YMR157C	0.02328	
MATA2	YMR201C	0.02364	
MATA2	YMR203W	0.01862	
MATA2	YNR046W	0.01825	
MATA2	YOL032W	0.01443	
MATA2	YOR004W	0.03062	
MATA2	YPL266W	0.02816	
MATA2	YPR057W	0.005316	
MCB	YCL010C	0.005835	
MCB	YDL106C	0.02758	
MCB	YDR058C	0.0004573	
MCB	YDR310C	0.01055	
MCB	YDR353W	0.01112	
MCB	YEL047C	0.006201	
MCB	YER111C	0.01647	
MCB	YER112W	0.02152	
MCB	YER188W	0.02371	
MCB	YFL039C	0.006746	
MCB	YGL050W	0.01836	
MCB	YGR165W	0.0005115	
MCB	YHL034C	1.304e-05	
MCB	YJL039C	0.0005028	
MCB	YJL045W	0.00167	
MCB	YJR048W	0.02926	
MCB	YJR055W	0.001606	
MCB	YKL045W	0.01666	
MCB	YKL046C	0.0125	
MCB	YKL112W	0.01706	
MCB	YKL113C	0.001643	
MCB	YKR044W	0.002988	
MCB	YLR348C	0.02267	
MCB	YLR350W	0.0226	
MCB	YML071C	8.303e-05	
MCB	YMR016C	0.0267	
MCB	YMR017W	0.02181	
MCB	YMR122W-A	0.01275	
MCB	YMR179W	0.005943	
MCB	YNL210W	0.01068	
MCB	YNL211C	0.01757	
MCB	YNL233W	0.01808	
MCB	YNL298W	0.001548	
MCB	YOL122C	0.01516	
MCB	YOL147C	0.007757	
MCB	YOR008C	0.01757	
MCB	YOR075W	0.03117	
MCB	YPL152W	0.01574	
MCB	YPL153C	0.02839	
MCB	YPR075C	0.004558	
MCB	YPR174C	0.02085	
MSE	YBR133C	0.01981	
MSE	YGL162W	0.02585	
MSE	YGL184C	0.03084	
MSE	YIL127C	0.028	
MSE	YIR021W	0.02571	
MSE	YJL122W	0.01914	
SCB	YDL170W	0.01155	
SCB	YFL045C	0.02242	
SCB	YGR076C	0.02527	
SCB	YKL113C	0.02888	
SCB	YLR207W	0.01718	
SCB	YMR199W	0.008836	
SCB	YMR286W	0.01074	
STRE	YBL077W	0.02412	
STRE	YBL105C	0.008154	
STRE	YBR072W	0.01132	
STRE	YBR126C	0.001633	
STRE	YCL040W	0.02776	
STRE	YCL051W	0.001114	
STRE	YCL052C	0.001727	
STRE	YCL054W	0.02355	
STRE	YCR075C	0.01221	
STRE	YDR510W	0.02885	
STRE	YDR511W	0.02363	
STRE	YER067W	0.00585	
STRE	YFR015C	0.01834	
STRE	YFR017C	0.0171	
STRE	YFR053C	0.01047	
STRE	YGL006W	0.006001	
STRE	YGR254W	0.002886	
STRE	YHR025W	0.01034	
STRE	YIR013C	0.03038	
STRE	YIR033W	0.02853	
STRE	YJL052W	0.006311	
STRE	YJL076W	0.01792	
STRE	YLL055W	0.02476	
STRE	YLR327C	0.007939	
STRE	YNL234W	0.003207	
STRE	YPL050C	0.007938	
STRE	YPL219W	0.02924	
STRE	YPR074C	0.002375	
STRE	YPR100W	0.02947	
STRE	YPR128C	0.016	
YAL051W	MIN4	0.04999	
YAL051W	RUF5-2	0.04999	
YAL051W	TA(AGC)K2	0.04999	
YAL051W	TA(UGC)O	0.04999	
YAL051W	TK(UUU)L	0.04999	
YAL051W	TL(CAA)K	0.04999	
YAL051W	TV(AAC)G1	0.04999	
YAL051W	YAL012W	0.04	
YAL051W	YAL016W	0.000179	
YAL051W	YAL021C	0.0315	
YAL051W	YAL034W-A	2.54e-05	
YAL051W	YAL035C-A	0.000282	
YAL051W	YAL035W	1.06064703400791e-05	
YAL051W	YAL036C	2.54e-05	
YAL051W	YAL047C	0.00762	
YAL051W	YAR066W	0.00369	
YAL051W	YBL005W	0.0448	
YAL051W	YBL006C	0.0448	
YAL051W	YBL029C-A	0.04999	
YAL051W	YBL032W	0.00908	
YAL051W	YBL033C	0.00908	
YAL051W	YBL052C	0.0224	
YAL051W	YBL054W	0.0086	
YAL051W	YBL055C	0.0086	
YAL051W	YBL089W	0.000405	
YAL051W	YBR012W-A	0.0354	
YAL051W	YBR012W-B	0.0354	
YAL051W	YBR019C	0.000103	
YAL051W	YBR020W	0.000103	
YAL051W	YBR048W	0.00431	
YAL051W	YBR126W-A	0.04999	
YAL051W	YBR127C	1.55e-05	
YAL051W	YBR150C	6.82e-05	
YAL051W	YBR151W	6.82e-05	
YAL051W	YBR182C-A	0.04999	
YAL051W	YBR187W	0.000141	
YAL051W	YBR214W	1.5900084947895e-06	
YAL051W	YBR221W-A	0.04999	
YAL051W	YBR230C	0.00182	
YAL051W	YBR240C	0.00727	
YAL051W	YCL068C	0.0288	
YAL051W	YCR018C-A	0.025	
YAL051W	YCR019W	0.025	
YAL051W	YCR020C-A	0.000373	
YAL051W	YCR038C	0.039	
YAL051W	YCR061W	0.0471	
YAL051W	YCR062W	0.0471	
YAL051W	YCR081W	0.000166	
YAL051W	YCR102C	0.0348	
YAL051W	YCR106W	0.00523	
YAL051W	YDL024C	0.00909	inhibitor
YAL051W	YDL058W	0.00184	
YAL051W	YDL059C	0.00184	
YAL051W	YDL071C	0.04999	
YAL051W	YDL086W	0.00803	
YAL051W	YDL087C	0.00803	
YAL051W	YDL123W	0.0212	
YAL051W	YDL145C	0.0216	inhibitor
YAL051W	YDL208W	0.0107	
YAL051W	YDL209C	0.0107	
YAL051W	YDL210W	0.00563	
YAL051W	YDL224C	0.0105	
YAL051W	YDR040C	0.04999	
YAL051W	YDR041W	0.04999	
YAL051W	YDR048C	0.000101	
YAL051W	YDR052C	0.0387	
YAL051W	YDR122W	0.0289	activator
YAL051W	YDR142C	0.0125	
YAL051W	YDR169C	0.0217	
YAL051W	YDR207C	0.00023	activator
YAL051W	YDR208W	0.00023	
YAL051W	YDR256C	4.27815213366915e-06	
YAL051W	YDR263C	0.0168	
YAL051W	YDR276C	0.0373	
YAL051W	YDR302W	0.0194	
YAL051W	YDR312W	0.00753	
YAL051W	YDR317W	0.0348	
YAL051W	YDR322W	0.0288	activator
YAL051W	YDR335W	0.0324	
YAL051W	YDR406W	0.04999	
YAL051W	YDR441C	0.0259	
YAL051W	YDR442W	0.0259	
YAL051W	YDR476C	0.00253	
YAL051W	YDR477W	0.00253	
YAL051W	YDR488C	0.00672	
YAL051W	YDR489W	0.00672	
YAL051W	YDR516C	0.0166	
YAL051W	YDR517W	0.0166	
YAL051W	YDR525W-A	0.04999	
YAL051W	YDR535C	0.0197	
YAL051W	YDR536W	0.0197	inhibitor
YAL051W	YEL011W	3.57e-05	inhibitor
YAL051W	YEL043W	0.0177	
YAL051W	YEL054C	0.0124	
YAL051W	YEL065W	0.00673	
YAL051W	YEL067C	0.00673	
YAL051W	YEL072W	0.0187	
YAL051W	YEL076W-C	0.0361	
YAL051W	YEL077C	0.0361	
YAL051W	YER015W	0.000395	activator
YAL051W	YER016W	0.0285	
YAL051W	YER134C	0.00276	
YAL051W	YER136W	0.0372	
YAL051W	YER145C-A	0.04999	
YAL051W	YER152C	0.0387	
YAL051W	YER153C	0.0387	
YAL051W	YER154W	0.0387	
YAL051W	YFL066C	0.0106	
YAL051W	YFL067W	0.0429	
YAL051W	YFR015C	0.00103	
YAL051W	YFR016C	0.00288	
YAL051W	YGL007C-A	0.04999	
YAL051W	YGL025C	0.0198	
YAL051W	YGL143C	1.71e-05	
YAL051W	YGL148W	0.015	activator
YAL051W	YGL150C	0.015	
YAL051W	YGL162W	0.0113	
YAL051W	YGL163C	0.0203	
YAL051W	YGL172W	0.00893	
YAL051W	YGL173C	0.00893	
YAL051W	YGL180W	0.00748	
YAL051W	YGL201C	0.000305	
YAL051W	YGL234W	0.0228	
YAL051W	YGL235W	0.00013	
YAL051W	YGL236C	0.0228	
YAL051W	YGL237C	0.00013	
YAL051W	YGL260W	0.00716	
YAL051W	YGL261C	0.00716	
YAL051W	YGR002C	0.0411	
YAL051W	YGR003W	0.0411	
YAL051W	YGR031C-A	0.04999	
YAL051W	YGR032W	0.0301	
YAL051W	YGR067C	0.00143	
YAL051W	YGR069W	0.00143	
YAL051W	YGR109C	0.000809	
YAL051W	YGR109W-A	0.000809	
YAL051W	YGR109W-B	0.000809	
YAL051W	YGR145W	0.0126	
YAL051W	YGR161W-C	0.04999	
YAL051W	YGR177C	0.0143	
YAL051W	YGR188C	2.82e-05	
YAL051W	YGR209C	0.0155	
YAL051W	YGR283C	0.0133	
YAL051W	YGR285C	0.0474	
YAL051W	YGR294W	0.0265	
YAL051W	YHL009W-A	0.035	
YAL051W	YHL009W-B	0.035	
YAL051W	YHL015W-A	0.04999	
YAL051W	YHL017W	0.000138	
YAL051W	YHL021C	0.00337	activator
YAL051W	YHL045W	0.0322	
YAL051W	YHL046C	0.0322	
YAL051W	YHL050C	0.00874	
YAL051W	YHR011W	0.0448	
YAL051W	YHR026W	0.0136	
YAL051W	YHR041C	0.000384	
YAL051W	YHR042W	0.000384	
YAL051W	YHR087W	0.0191	inhibitor
YAL051W	YHR115C	0.0279654018461401	
YAL051W	YHR117W	1.125279964755e-06	
YAL051W	YHR203C	0.0206	
YAL051W	YHR204W	0.0206	
YAL051W	YHR210C	0.0158	
YAL051W	YHR211W	0.0158	
YAL051W	YHR212C	0.00453	
YAL051W	YHR214W	0.00453	
YAL051W	YHR214W-A	0.00453	
YAL051W	YIL038C	0.03	
YAL051W	YIL044C	0.0377	activator
YAL051W	YIL052C	0.0499	
YAL051W	YIL054W	0.00124	
YAL051W	YIL055C	0.00124	
YAL051W	YIL069C	4.75e-05	
YAL051W	YIL092W	0.0255	
YAL051W	YIL093C	0.0255	
YAL051W	YIL096C	0.00769	
YAL051W	YIL100W	0.00562	
YAL051W	YIL101C	0.00562	
YAL051W	YIL113W	0.000403	
YAL051W	YIL114C	0.000403	
YAL051W	YIL120W	0.000205	activator
YAL051W	YIL125W	0.00171	
YAL051W	YIL134W	0.0277	
YAL051W	YIL136W	0.0241	
YAL051W	YIL137C	0.0241	
YAL051W	YIL176C	0.0338	
YAL051W	YIR018C-A	0.04999	
YAL051W	YIR040C	0.00851	
YAL051W	YIR041W	0.00851	
YAL051W	YJL017W	0.0478	
YAL051W	YJL024C	0.0271	
YAL051W	YJL030W	0.0399	
YAL051W	YJL031C	0.0399	
YAL051W	YJL077W-A	0.04999	
YAL051W	YJL079C	0.00413	
YAL051W	YJL133C-A	0.04999	
YAL051W	YJL174W	0.0292	
YAL051W	YJL176C	0.0292	
YAL051W	YJL222W	0.000497	
YAL051W	YJR011C	0.00442	
YAL051W	YJR016C	0.00355	
YAL051W	YJR018W	0.00355	
YAL051W	YJR045C	0.00198	
YAL051W	YJR046W	0.00198	
YAL051W	YJR065C	0.00131	
YAL051W	YJR066W	0.00131	
YAL051W	YJR069C	0.000683	
YAL051W	YJR071W	0.000683	activator
YAL051W	YJR077C	0.0114	
YAL051W	YJR078W	0.0114	
YAL051W	YJR079W	0.0114	
YAL051W	YJR095W	0.0437	
YAL051W	YJR104C	0.00215	
YAL051W	YJR105W	0.00215	
YAL051W	YJR143C	0.00928	
YAL051W	YJR144W	0.00928	activator
YAL051W	YJR151C	0.0358	
YAL051W	YKL054C	0.0316	
YAL051W	YKL062W	0.00734	
YAL051W	YKL093W	0.0095	inhibitor
YAL051W	YKL096C-B	0.04999	
YAL051W	YKL146W	0.000822	
YAL051W	YKL148C	0.000822	
YAL051W	YKL171W	0.0219	
YAL051W	YKL180W	0.0365	
YAL051W	YKL207W	0.013	
YAL051W	YKL211C	0.00873	
YAL051W	YKL219W	0.0304	
YAL051W	YKL223W	0.0064	
YAL051W	YKL224C	0.0064	
YAL051W	YKL225W	0.04999	
YAL051W	YKR004C	0.0116	
YAL051W	YKR035C	0.0176	
YAL051W	YKR048C	0.0167	activator
YAL051W	YKR049C	0.0403	
YAL051W	YKR050W	0.0403	
YAL051W	YKR075C	0.0288	
YAL051W	YKR096W	0.0028	
YAL051W	YLL004W	0.0101	
YAL051W	YLL005C	0.0101	
YAL051W	YLL064C	0.0418	
YAL051W	YLR011W	0.00703	
YAL051W	YLR046C	0.0333	
YAL051W	YLR071C	0.00369	
YAL051W	YLR072W	0.00369	
YAL051W	YLR078C	0.00494	
YAL051W	YLR079W	0.00494	activator
YAL051W	YLR089C	0.000156	
YAL051W	YLR090W	0.000156	
YAL051W	YLR099C	0.0241	activator
YAL051W	YLR100W	0.0241	
YAL051W	YLR120C	0.00506	
YAL051W	YLR174W	3.44e-05	
YAL051W	YLR176C	0.000277	
YAL051W	YLR177W	0.000277	
YAL051W	YLR186W	0.0057	
YAL051W	YLR188W	0.0446	
YAL051W	YLR205C	0.0418	
YAL051W	YLR206W	0.0418	
YAL051W	YLR231C	0.0279	
YAL051W	YLR239C	0.00165	activator
YAL051W	YLR240W	0.00165	
YAL051W	YLR245C	0.00532	
YAL051W	YLR246W	0.00532	
YAL051W	YLR251W	0.00513	
YAL051W	YLR252W	0.00513	
YAL051W	YLR346C	0.0168	
YAL051W	YLR360W	0.0145	
YAL051W	YLR373C	4.79e-05	
YAL051W	YLR375W	4.79e-05	
YAL051W	YLR396C	0.0469	
YAL051W	YLR428C	0.00113	
YAL051W	YLR430W	0.00113	
YAL051W	YLR439W	0.00382	activator
YAL051W	YLR460C	0.0163	
YAL051W	YML006C	0.00336	
YAL051W	YML028W	0.0121	
YAL051W	YML054C	0.0216	
YAL051W	YML072C	3.33862828045553e-07	
YAL051W	YML101C-A	0.04999	
YAL051W	YML109W	0.00953	inhibitor
YAL051W	YML110C	0.00953	
YAL051W	YML111W	0.042	
YAL051W	YML112W	0.0174	activator
YAL051W	YML125C	0.00169	
YAL051W	YMR043W	0.000159	
YAL051W	YMR062C	0.00152	activator
YAL051W	YMR063W	0.00152	
YAL051W	YMR082C	0.014	
YAL051W	YMR085W	0.0297	
YAL051W	YMR107W	0.00137	inhibitor
YAL051W	YMR135W-A	0.0229	
YAL051W	YMR165C	0.00142	
YAL051W	YMR195W	0.0173	
YAL051W	YMR204C	0.0156	
YAL051W	YMR226C	0.0137	activator
YAL051W	YMR324C	0.00918	
YAL051W	YMR325W	0.00918	
YAL051W	YMR326C	0.04999	
YAL051W	YNL006W	0.0123	
YAL051W	YNL007C	0.0123	
YAL051W	YNL033W	0.0358	
YAL051W	YNL069C	0.0389	
YAL051W	YNL090W	0.0121	
YAL051W	YNL094W	0.00474	
YAL051W	YNL095C	0.00474	
YAL051W	YNL103W	0.0112	
YAL051W	YNL104C	0.0112	
YAL051W	YNL109W	0.0105	inhibitor
YAL051W	YNL110C	0.0105	
YAL051W	YNL113W	0.00154	
YAL051W	YNL115C	0.00154	
YAL051W	YNL162W	0.0274	
YAL051W	YNL163C	0.0274	
YAL051W	YNL167C	0.0401	
YAL051W	YNL169C	0.0498	
YAL051W	YNL171C	0.0498	
YAL051W	YNL186W	0.0456	
YAL051W	YNL216W	0.0316	
YAL051W	YNL234W	0.0105	
YAL051W	YNL235C	0.0105	
YAL051W	YNL236W	0.00493	
YAL051W	YNL299W	0.000244	
YAL051W	YNL321W	0.000187	
YAL051W	YNL322C	0.000187	
YAL051W	YNL323W	0.0258	
YAL051W	YNL325C	0.0258	
YAL051W	YNR002C	0.0127	
YAL051W	YNR055C	0.0429	
