cancel	mean_k	vec	norm	lam	λB	λW	AUC_T	AUC_P
true	true	true	2	0	0.5	0.01	1.0	0.5714285714285714
false	false	true	2	0	0.5	0.01	1.0	1.0
true	false	true	2	0	0.5	0.01	1.0	0.7142857142857143
false	true	false	2	0	0.5	0.01	1.0	1.0
true	true	false	2	0	0.5	0.01	1.0	0.5714285714285714
false	false	false	2	0	0.5	0.01	1.0	0.7142857142857143
true	false	false	2	0	0.5	0.01	1.0	0.8571428571428571
false	true	true	0	1	0.5	0.01	1.0	0.1428571428571429
true	true	true	0	1	0.5	0.01	1.0	0.1428571428571429
false	false	true	0	1	0.5	0.01	1.0	0.5714285714285714
true	false	true	0	1	0.5	0.01	1.0	1.0
false	true	false	0	1	0.5	0.01	0.0	0.8571428571428571
true	true	false	0	1	0.5	0.01	1.0	1.0
false	false	false	0	1	0.5	0.01	1.0	0.8571428571428571
true	false	false	0	1	0.5	0.01	0.9090909090909091	0.8571428571428571
false	true	true	1	1	0.5	0.01	1.0	1.0
true	true	true	1	1	0.5	0.01	1.0	0.8571428571428571
false	false	true	1	1	0.5	0.01	1.0	0.4285714285714286
true	false	true	1	1	0.5	0.01	1.0	0.1428571428571429
false	true	false	1	1	0.5	0.01	1.0	0.8571428571428571
true	true	false	1	1	0.5	0.01	1.0	0.0
false	false	false	1	1	0.5	0.01	1.0	0.8571428571428571
true	false	false	1	1	0.5	0.01	1.0	1.0
false	true	true	2	1	0.5	0.01	1.0	0.8571428571428571
true	true	true	2	1	0.5	0.01	1.0	0.7142857142857143
false	false	true	2	1	0.5	0.01	1.0	0.1428571428571429
true	false	true	2	1	0.5	0.01	0.0	0.1428571428571429
false	true	false	2	1	0.5	0.01	1.0	1.0
true	true	false	2	1	0.5	0.01	1.0	1.0
false	false	false	2	1	0.5	0.01	1.0	0.1428571428571429
true	false	false	2	1	0.5	0.01	1.0	0.5714285714285714
false	true	true	0	2	0.5	0.01	NaN	NaN
true	true	true	0	2	0.5	0.01	NaN	NaN
false	false	true	0	2	0.5	0.01	NaN	NaN
true	false	true	0	2	0.5	0.01	NaN	NaN
false	true	false	0	2	0.5	0.01	NaN	NaN
true	true	false	0	2	0.5	0.01	NaN	NaN
false	false	false	0	2	0.5	0.01	NaN	NaN
true	false	false	0	2	0.5	0.01	NaN	NaN
false	true	true	1	2	0.5	0.01	NaN	NaN
true	true	true	1	2	0.5	0.01	NaN	NaN
false	false	true	1	2	0.5	0.01	NaN	NaN
true	false	true	1	2	0.5	0.01	NaN	NaN
false	true	false	1	2	0.5	0.01	NaN	NaN
true	true	false	1	2	0.5	0.01	NaN	NaN
false	false	false	1	2	0.5	0.01	NaN	NaN
true	false	false	1	2	0.5	0.01	NaN	NaN
false	true	true	2	2	0.5	0.01	NaN	NaN
true	true	true	2	2	0.5	0.01	NaN	NaN
false	false	true	2	2	0.5	0.01	NaN	NaN
true	false	true	2	2	0.5	0.01	NaN	NaN
false	true	false	2	2	0.5	0.01	NaN	NaN
true	true	false	2	2	0.5	0.01	NaN	NaN
false	false	false	2	2	0.5	0.01	NaN	NaN
true	false	false	2	2	0.5	0.01	NaN	NaN
false	true	true	0	3	0.5	0.01	1.0	0.0
true	true	true	0	3	0.5	0.01	1.0	1.0
false	false	true	0	3	0.5	0.01	1.0	0.8571428571428571
true	false	true	0	3	0.5	0.01	1.0	0.7142857142857143
false	true	false	0	3	0.5	0.01	1.0	1.0
true	true	false	0	3	0.5	0.01	1.0	1.0
false	false	false	0	3	0.5	0.01	1.0	1.0
true	false	false	0	3	0.5	0.01	1.0	1.0
false	true	true	1	3	0.5	0.01	1.0	0.1428571428571429
true	true	true	1	3	0.5	0.01	1.0	0.0
false	false	true	1	3	0.5	0.01	1.0	0.8571428571428571
true	false	true	1	3	0.5	0.01	1.0	1.0
false	true	false	1	3	0.5	0.01	1.0	1.0
true	true	false	1	3	0.5	0.01	1.0	1.0
false	false	false	1	3	0.5	0.01	1.0	1.0
true	false	false	1	3	0.5	0.01	1.0	1.0
false	true	true	2	3	0.5	0.01	1.0	1.0
true	true	true	2	3	0.5	0.01	1.0	0.7142857142857143
false	false	true	2	3	0.5	0.01	1.0	0.8571428571428571
true	false	true	2	3	0.5	0.01	1.0	0.8571428571428571
false	true	false	2	3	0.5	0.01	1.0	0.4285714285714286
true	true	false	2	3	0.5	0.01	1.0	1.0
false	false	false	2	3	0.5	0.01	1.0	0.8571428571428571
true	false	false	2	3	0.5	0.01	1.0	0.7142857142857143
false	true	true	0	4	0.5	0.01	1.0	1.0
true	true	true	0	4	0.5	0.01	1.0	1.0
false	false	true	0	4	0.5	0.01	1.0	1.0
true	false	true	0	4	0.5	0.01	1.0	0.1428571428571429
false	true	false	0	4	0.5	0.01	1.0	1.0
true	true	false	0	4	0.5	0.01	0.9090909090909091	0.1428571428571429
false	false	false	0	4	0.5	0.01	1.0	0.8571428571428571
true	false	false	0	4	0.5	0.01	0.0	0.4285714285714286
false	true	true	1	4	0.5	0.01	1.0	0.8571428571428571
true	true	true	1	4	0.5	0.01	1.0	0.2857142857142857
false	false	true	1	4	0.5	0.01	1.0	1.0
true	false	true	1	4	0.5	0.01	1.0	0.5714285714285714
false	true	false	1	4	0.5	0.01	1.0	1.0
true	true	false	1	4	0.5	0.01	1.0	0.0
false	false	false	1	4	0.5	0.01	1.0	1.0
true	false	false	1	4	0.5	0.01	1.0	1.0
false	true	true	2	4	0.5	0.01	1.0	0.7142857142857143
true	true	true	2	4	0.5	0.01	1.0	0.8571428571428571
false	false	true	2	4	0.5	0.01	1.0	0.1428571428571429
true	false	true	2	4	0.5	0.01	1.0	0.8571428571428571
false	true	false	2	4	0.5	0.01	1.0	0.8571428571428571
true	true	false	2	4	0.5	0.01	1.0	0.8571428571428571
false	false	false	2	4	0.5	0.01	1.0	0.7142857142857143
true	false	false	2	4	0.5	0.01	1.0	1.0
false	true	true	0	0	1.0	0.01	1.0	0.2857142857142857
true	true	true	0	0	1.0	0.01	1.0	1.0
false	false	true	0	0	1.0	0.01	1.0	0.7142857142857143
true	false	true	0	0	1.0	0.01	1.0	1.0
false	true	false	0	0	1.0	0.01	1.0	1.0
true	true	false	0	0	1.0	0.01	1.0	0.8571428571428571
false	false	false	0	0	1.0	0.01	1.0	0.0
true	false	false	0	0	1.0	0.01	1.0	0.4285714285714286
false	true	true	1	0	1.0	0.01	1.0	1.0
true	true	true	1	0	1.0	0.01	1.0	0.8571428571428571
false	false	true	1	0	1.0	0.01	0.0	0.2857142857142857
true	false	true	1	0	1.0	0.01	1.0	0.4285714285714286
false	true	false	1	0	1.0	0.01	1.0	0.8571428571428571
true	true	false	1	0	1.0	0.01	1.0	1.0
false	false	false	1	0	1.0	0.01	1.0	0.7142857142857143
true	false	false	1	0	1.0	0.01	1.0	1.0
false	true	true	2	0	1.0	0.01	1.0	0.8571428571428571
true	true	true	2	0	1.0	0.01	1.0	0.1428571428571429
false	false	true	2	0	1.0	0.01	1.0	0.7142857142857143
true	false	true	2	0	1.0	0.01	1.0	0.8571428571428571
false	true	false	2	0	1.0	0.01	1.0	0.4285714285714286
true	true	false	2	0	1.0	0.01	0.36363636363636365	0.7142857142857143
false	false	false	2	0	1.0	0.01	1.0	0.2857142857142857
true	false	false	2	0	1.0	0.01	0.9090909090909091	1.0
false	true	true	0	1	1.0	0.01	1.0	0.8571428571428571
true	true	true	0	1	1.0	0.01	1.0	1.0
false	false	true	0	1	1.0	0.01	1.0	1.0
true	false	true	0	1	1.0	0.01	1.0	0.7142857142857143
false	true	false	0	1	1.0	0.01	1.0	0.5714285714285714
true	true	false	0	1	1.0	0.01	1.0	0.1428571428571429
false	false	false	0	1	1.0	0.01	1.0	1.0
true	false	false	0	1	1.0	0.01	1.0	1.0
false	true	true	1	1	1.0	0.01	1.0	0.0
true	true	true	1	1	1.0	0.01	1.0	1.0
false	false	true	1	1	1.0	0.01	1.0	0.8571428571428571
true	false	true	1	1	1.0	0.01	1.0	1.0
false	true	false	1	1	1.0	0.01	1.0	0.8571428571428571
true	true	false	1	1	1.0	0.01	0.0	0.8571428571428571
false	false	false	1	1	1.0	0.01	1.0	1.0
true	false	false	1	1	1.0	0.01	1.0	1.0
false	true	true	2	1	1.0	0.01	1.0	0.1428571428571429
true	true	true	2	1	1.0	0.01	1.0	0.4285714285714286
false	false	true	2	1	1.0	0.01	0.8181818181818182	1.0
true	false	true	2	1	1.0	0.01	0.9090909090909091	1.0
false	true	false	2	1	1.0	0.01	1.0	0.1428571428571429
true	true	false	2	1	1.0	0.01	1.0	0.0
false	false	false	2	1	1.0	0.01	1.0	1.0
true	false	false	2	1	1.0	0.01	1.0	1.0
false	true	true	0	2	1.0	0.01	NaN	NaN
true	true	true	0	2	1.0	0.01	NaN	NaN
false	false	true	0	2	1.0	0.01	NaN	NaN
true	false	true	0	2	1.0	0.01	NaN	NaN
false	true	false	0	2	1.0	0.01	NaN	NaN
true	true	false	0	2	1.0	0.01	NaN	NaN
false	false	false	0	2	1.0	0.01	NaN	NaN
true	false	false	0	2	1.0	0.01	NaN	NaN
false	true	true	1	2	1.0	0.01	NaN	NaN
true	true	true	1	2	1.0	0.01	NaN	NaN
false	false	true	1	2	1.0	0.01	NaN	NaN
true	false	true	1	2	1.0	0.01	NaN	NaN
false	true	false	1	2	1.0	0.01	NaN	NaN
true	true	false	1	2	1.0	0.01	NaN	NaN
false	false	false	1	2	1.0	0.01	NaN	NaN
true	false	false	1	2	1.0	0.01	NaN	NaN
false	true	true	2	2	1.0	0.01	NaN	NaN
true	true	true	2	2	1.0	0.01	NaN	NaN
false	false	true	2	2	1.0	0.01	NaN	NaN
true	false	true	2	2	1.0	0.01	NaN	NaN
false	true	false	2	2	1.0	0.01	NaN	NaN
true	true	false	2	2	1.0	0.01	NaN	NaN
false	false	false	2	2	1.0	0.01	NaN	NaN
true	false	false	2	2	1.0	0.01	NaN	NaN
false	true	true	0	3	1.0	0.01	1.0	0.8571428571428571
true	true	true	0	3	1.0	0.01	1.0	0.1428571428571429
false	false	true	0	3	1.0	0.01	1.0	1.0
true	false	true	0	3	1.0	0.01	1.0	0.7142857142857143
false	true	false	0	3	1.0	0.01	1.0	0.1428571428571429
true	true	false	0	3	1.0	0.01	1.0	1.0
false	false	false	0	3	1.0	0.01	1.0	1.0
true	false	false	0	3	1.0	0.01	1.0	0.2857142857142857
false	true	true	1	3	1.0	0.01	1.0	1.0
true	true	true	1	3	1.0	0.01	1.0	0.4285714285714286
false	false	true	1	3	1.0	0.01	1.0	0.0
true	false	true	1	3	1.0	0.01	1.0	1.0
false	true	false	1	3	1.0	0.01	1.0	1.0
true	true	false	1	3	1.0	0.01	0.09090909090909094	0.0
false	false	false	1	3	1.0	0.01	1.0	1.0
true	false	false	1	3	1.0	0.01	1.0	1.0
false	true	true	2	3	1.0	0.01	1.0	1.0
true	true	true	2	3	1.0	0.01	1.0	0.5714285714285714
false	false	true	2	3	1.0	0.01	1.0	1.0
true	false	true	2	3	1.0	0.01	1.0	0.0
false	true	false	2	3	1.0	0.01	1.0	0.7142857142857143
true	true	false	2	3	1.0	0.01	1.0	0.5714285714285714
false	false	false	2	3	1.0	0.01	1.0	1.0
true	false	false	2	3	1.0	0.01	1.0	0.5714285714285714
false	true	true	0	4	1.0	0.01	1.0	0.4285714285714286
true	true	true	0	4	1.0	0.01	1.0	0.4285714285714286
false	false	true	0	4	1.0	0.01	1.0	0.7142857142857143
true	false	true	0	4	1.0	0.01	1.0	0.2857142857142857
false	true	false	0	4	1.0	0.01	1.0	1.0
true	true	false	0	4	1.0	0.01	1.0	0.8571428571428571
false	false	false	0	4	1.0	0.01	1.0	0.1428571428571429
true	false	false	0	4	1.0	0.01	0.09090909090909094	1.0
false	true	true	1	4	1.0	0.01	1.0	0.7142857142857143
true	true	true	1	4	1.0	0.01	1.0	1.0
false	false	true	1	4	1.0	0.01	1.0	1.0
true	false	true	1	4	1.0	0.01	1.0	1.0
false	true	false	1	4	1.0	0.01	1.0	0.1428571428571429
true	true	false	1	4	1.0	0.01	1.0	0.4285714285714286
false	false	false	1	4	1.0	0.01	1.0	0.1428571428571429
true	false	false	1	4	1.0	0.01	1.0	1.0
false	true	true	2	4	1.0	0.01	1.0	1.0
true	true	true	2	4	1.0	0.01	1.0	1.0
false	false	true	2	4	1.0	0.01	1.0	1.0
true	false	true	2	4	1.0	0.01	1.0	1.0
false	true	false	2	4	1.0	0.01	1.0	1.0
true	true	false	2	4	1.0	0.01	1.0	1.0
false	false	false	2	4	1.0	0.01	1.0	0.1428571428571429
true	false	false	2	4	1.0	0.01	1.0	0.0
false	true	true	0	0	0.0	0.1	1.0	1.0
true	true	true	0	0	0.0	0.1	1.0	0.4285714285714286
false	false	true	0	0	0.0	0.1	1.0	1.0
true	false	true	0	0	0.0	0.1	1.0	1.0
false	true	false	0	0	0.0	0.1	1.0	0.2857142857142857
true	true	false	0	0	0.0	0.1	1.0	0.8571428571428571
false	false	false	0	0	0.0	0.1	1.0	1.0
true	false	false	0	0	0.0	0.1	1.0	1.0
false	true	true	1	0	0.0	0.1	1.0	1.0
true	true	true	1	0	0.0	0.1	1.0	0.1428571428571429
false	false	true	1	0	0.0	0.1	1.0	1.0
true	false	true	1	0	0.0	0.1	1.0	1.0
false	true	false	1	0	0.0	0.1	1.0	0.5714285714285714
true	true	false	1	0	0.0	0.1	1.0	0.1428571428571429
false	false	false	1	0	0.0	0.1	1.0	0.4285714285714286
true	false	false	1	0	0.0	0.1	1.0	1.0
false	true	true	2	0	0.0	0.1	1.0	0.8571428571428571
true	true	true	2	0	0.0	0.1	1.0	1.0
false	false	true	2	0	0.0	0.1	1.0	1.0
true	false	true	2	0	0.0	0.1	1.0	1.0
false	true	false	2	0	0.0	0.1	1.0	0.1428571428571429
true	true	false	2	0	0.0	0.1	1.0	0.2857142857142857
false	false	false	2	0	0.0	0.1	1.0	1.0
true	false	false	2	0	0.0	0.1	1.0	0.1428571428571429
false	true	true	0	1	0.0	0.1	1.0	0.8571428571428571
true	true	true	0	1	0.0	0.1	1.0	1.0
false	false	true	0	1	0.0	0.1	1.0	0.7142857142857143
true	false	true	0	1	0.0	0.1	1.0	0.0
false	true	false	0	1	0.0	0.1	1.0	0.7142857142857143
true	true	false	0	1	0.0	0.1	1.0	0.8571428571428571
false	false	false	0	1	0.0	0.1	1.0	1.0
true	false	false	0	1	0.0	0.1	1.0	0.2857142857142857
false	true	true	1	1	0.0	0.1	1.0	0.0
true	true	true	1	1	0.0	0.1	1.0	0.7142857142857143
false	false	true	1	1	0.0	0.1	1.0	1.0
true	false	true	1	1	0.0	0.1	1.0	1.0
false	true	false	1	1	0.0	0.1	0.9090909090909091	0.8571428571428571
true	true	false	1	1	0.0	0.1	1.0	0.8571428571428571
false	false	false	1	1	0.0	0.1	1.0	1.0
true	false	false	1	1	0.0	0.1	1.0	1.0
false	true	true	2	1	0.0	0.1	1.0	0.0
true	true	true	2	1	0.0	0.1	1.0	1.0
false	false	true	2	1	0.0	0.1	1.0	1.0
true	false	true	2	1	0.0	0.1	1.0	1.0
false	true	false	2	1	0.0	0.1	1.0	0.2857142857142857
true	true	false	2	1	0.0	0.1	1.0	1.0
false	false	false	2	1	0.0	0.1	1.0	0.7142857142857143
true	false	false	2	1	0.0	0.1	1.0	0.5714285714285714
false	true	true	0	2	0.0	0.1	NaN	NaN
true	true	true	0	2	0.0	0.1	NaN	NaN
false	false	true	0	2	0.0	0.1	NaN	NaN
true	false	true	0	2	0.0	0.1	NaN	NaN
false	true	false	0	2	0.0	0.1	NaN	NaN
true	true	false	0	2	0.0	0.1	NaN	NaN
false	false	false	0	2	0.0	0.1	NaN	NaN
true	false	false	0	2	0.0	0.1	NaN	NaN
false	true	true	1	2	0.0	0.1	NaN	NaN
true	true	true	1	2	0.0	0.1	NaN	NaN
false	false	true	1	2	0.0	0.1	NaN	NaN
true	false	true	1	2	0.0	0.1	NaN	NaN
false	true	false	1	2	0.0	0.1	NaN	NaN
true	true	false	1	2	0.0	0.1	NaN	NaN
false	false	false	1	2	0.0	0.1	NaN	NaN
true	false	false	1	2	0.0	0.1	NaN	NaN
false	true	true	2	2	0.0	0.1	NaN	NaN
true	true	true	2	2	0.0	0.1	NaN	NaN
false	false	true	2	2	0.0	0.1	NaN	NaN
true	false	true	2	2	0.0	0.1	NaN	NaN
false	true	false	2	2	0.0	0.1	NaN	NaN
true	true	false	2	2	0.0	0.1	NaN	NaN
false	false	false	2	2	0.0	0.1	NaN	NaN
true	false	false	2	2	0.0	0.1	NaN	NaN
false	true	true	0	3	0.0	0.1	1.0	1.0
true	true	true	0	3	0.0	0.1	1.0	0.2857142857142857
false	false	true	0	3	0.0	0.1	1.0	0.0
true	false	true	0	3	0.0	0.1	1.0	0.8571428571428571
false	true	false	0	3	0.0	0.1	1.0	0.7142857142857143
true	true	false	0	3	0.0	0.1	1.0	1.0
false	false	false	0	3	0.0	0.1	1.0	0.8571428571428571
true	false	false	0	3	0.0	0.1	1.0	0.1428571428571429
false	true	true	1	3	0.0	0.1	1.0	0.4285714285714286
true	true	true	1	3	0.0	0.1	1.0	0.8571428571428571
false	false	true	1	3	0.0	0.1	1.0	0.8571428571428571
true	false	true	1	3	0.0	0.1	1.0	1.0
false	true	false	1	3	0.0	0.1	1.0	0.0
true	true	false	1	3	0.0	0.1	1.0	1.0
false	false	false	1	3	0.0	0.1	1.0	1.0
true	false	false	1	3	0.0	0.1	1.0	0.7142857142857143
false	true	true	2	3	0.0	0.1	1.0	1.0
true	true	true	2	3	0.0	0.1	1.0	0.2857142857142857
false	false	true	2	3	0.0	0.1	1.0	0.2857142857142857
true	false	true	2	3	0.0	0.1	1.0	0.7142857142857143
false	true	false	2	3	0.0	0.1	1.0	0.7142857142857143
true	true	false	2	3	0.0	0.1	1.0	1.0
false	false	false	2	3	0.0	0.1	1.0	1.0
true	false	false	2	3	0.0	0.1	1.0	1.0
false	true	true	0	4	0.0	0.1	1.0	0.8571428571428571
true	true	true	0	4	0.0	0.1	1.0	0.8571428571428571
false	false	true	0	4	0.0	0.1	1.0	1.0
true	false	true	0	4	0.0	0.1	1.0	0.8571428571428571
false	true	false	0	4	0.0	0.1	0.9090909090909091	0.1428571428571429
true	true	false	0	4	0.0	0.1	1.0	1.0
false	false	false	0	4	0.0	0.1	1.0	1.0
true	false	false	0	4	0.0	0.1	1.0	0.7142857142857143
false	true	true	1	4	0.0	0.1	1.0	0.1428571428571429
true	true	true	1	4	0.0	0.1	1.0	1.0
false	false	true	1	4	0.0	0.1	1.0	1.0
true	false	true	1	4	0.0	0.1	1.0	0.7142857142857143
false	true	false	1	4	0.0	0.1	1.0	1.0
true	true	false	1	4	0.0	0.1	1.0	0.8571428571428571
false	false	false	1	4	0.0	0.1	1.0	1.0
true	false	false	1	4	0.0	0.1	1.0	0.7142857142857143
false	true	true	2	4	0.0	0.1	1.0	1.0
true	true	true	2	4	0.0	0.1	1.0	0.1428571428571429
false	false	true	2	4	0.0	0.1	1.0	1.0
true	false	true	2	4	0.0	0.1	1.0	0.0
false	true	false	2	4	0.0	0.1	1.0	0.7142857142857143
true	true	false	2	4	0.0	0.1	1.0	0.5714285714285714
false	false	false	2	4	0.0	0.1	1.0	1.0
true	false	false	2	4	0.0	0.1	1.0	0.2857142857142857
false	true	true	0	0	0.01	0.1	1.0	0.8571428571428571
true	true	true	0	0	0.01	0.1	1.0	1.0
false	false	true	0	0	0.01	0.1	1.0	1.0
true	false	true	0	0	0.01	0.1	1.0	0.8571428571428571
false	true	false	0	0	0.01	0.1	1.0	0.1428571428571429
true	true	false	0	0	0.01	0.1	1.0	0.7142857142857143
false	false	false	0	0	0.01	0.1	1.0	0.5714285714285714
true	false	false	0	0	0.01	0.1	1.0	1.0
false	true	true	1	0	0.01	0.1	1.0	1.0
true	true	true	1	0	0.01	0.1	1.0	0.8571428571428571
false	false	true	1	0	0.01	0.1	1.0	1.0
true	false	true	1	0	0.01	0.1	1.0	0.8571428571428571
false	true	false	1	0	0.01	0.1	1.0	1.0
true	true	false	1	0	0.01	0.1	1.0	0.8571428571428571
false	false	false	1	0	0.01	0.1	1.0	0.7142857142857143
true	false	false	1	0	0.01	0.1	1.0	1.0
false	true	true	2	0	0.01	0.1	1.0	0.4285714285714286
true	true	true	2	0	0.01	0.1	1.0	1.0
false	false	true	2	0	0.01	0.1	1.0	0.7142857142857143
true	false	true	2	0	0.01	0.1	1.0	0.8571428571428571
false	true	false	2	0	0.01	0.1	1.0	0.8571428571428571
true	true	false	2	0	0.01	0.1	1.0	0.0
false	false	false	2	0	0.01	0.1	1.0	1.0
true	false	false	2	0	0.01	0.1	1.0	0.5714285714285714
false	true	true	0	1	0.01	0.1	1.0	0.1428571428571429
true	true	true	0	1	0.01	0.1	1.0	1.0
false	false	true	0	1	0.01	0.1	1.0	1.0
true	false	true	0	1	0.01	0.1	1.0	0.5714285714285714
false	true	false	0	1	0.01	0.1	1.0	0.7142857142857143
true	true	false	0	1	0.01	0.1	1.0	0.7142857142857143
false	false	false	0	1	0.01	0.1	1.0	1.0
true	false	false	0	1	0.01	0.1	1.0	0.5714285714285714
false	true	true	1	1	0.01	0.1	1.0	1.0
true	true	true	1	1	0.01	0.1	1.0	1.0
false	false	true	1	1	0.01	0.1	1.0	0.8571428571428571
true	false	true	1	1	0.01	0.1	1.0	1.0
false	true	false	1	1	0.01	0.1	1.0	1.0
true	true	false	1	1	0.01	0.1	1.0	0.0
false	false	false	1	1	0.01	0.1	1.0	1.0
true	false	false	1	1	0.01	0.1	1.0	1.0
false	true	true	2	1	0.01	0.1	1.0	1.0
true	true	true	2	1	0.01	0.1	1.0	0.8571428571428571
false	false	true	2	1	0.01	0.1	1.0	1.0
true	false	true	2	1	0.01	0.1	0.09090909090909094	0.5714285714285714
false	true	false	2	1	0.01	0.1	0.18181818181818177	0.8571428571428571
true	true	false	2	1	0.01	0.1	1.0	0.5714285714285714
false	false	false	2	1	0.01	0.1	1.0	1.0
true	false	false	2	1	0.01	0.1	1.0	1.0
false	true	true	0	2	0.01	0.1	NaN	NaN
true	true	true	0	2	0.01	0.1	NaN	NaN
false	false	true	0	2	0.01	0.1	NaN	NaN
true	false	true	0	2	0.01	0.1	NaN	NaN
false	true	false	0	2	0.01	0.1	NaN	NaN
true	true	false	0	2	0.01	0.1	NaN	NaN
false	false	false	0	2	0.01	0.1	NaN	NaN
true	false	false	0	2	0.01	0.1	NaN	NaN
false	true	true	1	2	0.01	0.1	NaN	NaN
true	true	true	1	2	0.01	0.1	NaN	NaN
false	false	true	1	2	0.01	0.1	NaN	NaN
true	false	true	1	2	0.01	0.1	NaN	NaN
false	true	false	1	2	0.01	0.1	NaN	NaN
true	true	false	1	2	0.01	0.1	NaN	NaN
false	false	false	1	2	0.01	0.1	NaN	NaN
true	false	false	1	2	0.01	0.1	NaN	NaN
false	true	true	2	2	0.01	0.1	NaN	NaN
true	true	true	2	2	0.01	0.1	NaN	NaN
false	false	true	2	2	0.01	0.1	NaN	NaN
true	false	true	2	2	0.01	0.1	NaN	NaN
false	true	false	2	2	0.01	0.1	NaN	NaN
true	true	false	2	2	0.01	0.1	NaN	NaN
false	false	false	2	2	0.01	0.1	NaN	NaN
true	false	false	2	2	0.01	0.1	NaN	NaN
false	true	true	0	3	0.01	0.1	1.0	0.7142857142857143
true	true	true	0	3	0.01	0.1	1.0	1.0
false	false	true	0	3	0.01	0.1	1.0	0.8571428571428571
true	false	true	0	3	0.01	0.1	1.0	1.0
false	true	false	0	3	0.01	0.1	1.0	0.2857142857142857
true	true	false	0	3	0.01	0.1	1.0	1.0
false	false	false	0	3	0.01	0.1	1.0	1.0
true	false	false	0	3	0.01	0.1	1.0	1.0
false	true	true	1	3	0.01	0.1	1.0	1.0
true	true	true	1	3	0.01	0.1	0.09090909090909094	1.0
false	false	true	1	3	0.01	0.1	1.0	0.2857142857142857
true	false	true	1	3	0.01	0.1	1.0	1.0
false	true	false	1	3	0.01	0.1	1.0	1.0
true	true	false	1	3	0.01	0.1	1.0	1.0
false	false	false	1	3	0.01	0.1	1.0	1.0
true	false	false	1	3	0.01	0.1	1.0	1.0
false	true	true	2	3	0.01	0.1	1.0	0.8571428571428571
true	true	true	2	3	0.01	0.1	1.0	1.0
false	false	true	2	3	0.01	0.1	1.0	1.0
true	false	true	2	3	0.01	0.1	1.0	1.0
false	true	false	2	3	0.01	0.1	1.0	0.8571428571428571
true	true	false	2	3	0.01	0.1	0.18181818181818177	0.7142857142857143
false	false	false	2	3	0.01	0.1	1.0	0.4285714285714286
true	false	false	2	3	0.01	0.1	1.0	1.0
false	true	true	0	4	0.01	0.1	1.0	0.7142857142857143
true	true	true	0	4	0.01	0.1	1.0	0.5714285714285714
false	false	true	0	4	0.01	0.1	1.0	0.5714285714285714
true	false	true	0	4	0.01	0.1	1.0	0.7142857142857143
false	true	false	0	4	0.01	0.1	1.0	1.0
true	true	false	0	4	0.01	0.1	1.0	0.8571428571428571
false	false	false	0	4	0.01	0.1	1.0	1.0
true	false	false	0	4	0.01	0.1	1.0	0.8571428571428571
false	true	true	1	4	0.01	0.1	1.0	1.0
true	true	true	1	4	0.01	0.1	1.0	1.0
false	false	true	1	4	0.01	0.1	1.0	0.2857142857142857
true	false	true	1	4	0.01	0.1	1.0	1.0
false	true	false	1	4	0.01	0.1	1.0	1.0
true	true	false	1	4	0.01	0.1	1.0	0.8571428571428571
false	false	false	1	4	0.01	0.1	1.0	0.1428571428571429
true	false	false	1	4	0.01	0.1	1.0	1.0
false	true	true	2	4	0.01	0.1	1.0	0.2857142857142857
true	true	true	2	4	0.01	0.1	1.0	0.5714285714285714
false	false	true	2	4	0.01	0.1	1.0	0.7142857142857143
true	false	true	2	4	0.01	0.1	1.0	1.0
false	true	false	2	4	0.01	0.1	1.0	0.4285714285714286
true	true	false	2	4	0.01	0.1	1.0	0.1428571428571429
false	false	false	2	4	0.01	0.1	1.0	1.0
true	false	false	2	4	0.01	0.1	1.0	0.1428571428571429
false	true	true	0	0	0.1	0.1	1.0	0.5714285714285714
true	true	true	0	0	0.1	0.1	1.0	0.8571428571428571
false	false	true	0	0	0.1	0.1	1.0	0.0
true	false	true	0	0	0.1	0.1	1.0	1.0
false	true	false	0	0	0.1	0.1	1.0	0.2857142857142857
true	true	false	0	0	0.1	0.1	1.0	1.0
false	false	false	0	0	0.1	0.1	1.0	0.0
true	false	false	0	0	0.1	0.1	1.0	1.0
false	true	true	1	0	0.1	0.1	1.0	0.8571428571428571
true	true	true	1	0	0.1	0.1	1.0	1.0
false	false	true	1	0	0.1	0.1	1.0	1.0
true	false	true	1	0	0.1	0.1	0.9090909090909091	0.5714285714285714
false	true	false	1	0	0.1	0.1	1.0	1.0
true	true	false	1	0	0.1	0.1	1.0	0.0
false	false	false	1	0	0.1	0.1	1.0	1.0
true	false	false	1	0	0.1	0.1	1.0	0.5714285714285714
false	true	true	2	0	0.1	0.1	1.0	0.2857142857142857
true	true	true	2	0	0.1	0.1	1.0	1.0
false	false	true	2	0	0.1	0.1	1.0	1.0
true	false	true	2	0	0.1	0.1	0.09090909090909094	0.7142857142857143
false	true	false	2	0	0.1	0.1	1.0	1.0
true	true	false	2	0	0.1	0.1	1.0	0.5714285714285714
false	false	false	2	0	0.1	0.1	1.0	0.2857142857142857
true	false	false	2	0	0.1	0.1	1.0	1.0
false	true	true	0	1	0.1	0.1	1.0	0.4285714285714286
true	true	true	0	1	0.1	0.1	1.0	1.0
false	false	true	0	1	0.1	0.1	1.0	1.0
true	false	true	0	1	0.1	0.1	1.0	0.8571428571428571
false	true	false	0	1	0.1	0.1	1.0	0.8571428571428571
true	true	false	0	1	0.1	0.1	1.0	0.8571428571428571
false	false	false	0	1	0.1	0.1	1.0	1.0
